perturbagen,threshold,mean_m,mean_c,mean_n1,mean_a2,mean_a3,mean_ap,mean_a4,mean_c5
Alvocidib,0.26,0.002573524639965895,-0.04607347205648566,-0.02350586243587309,-0.07485616900537476,0.06440123586377004,0.04007439012680183,-0.10372866995724157,0.01576556791325142
Alvocidib,0.5,-0.0018221380060018542,-0.06120599737647819,-0.06363420915367263,0.0036481984213977557,0.08526197378536565,0.05007496018896898,-0.1182911971536905,0.02000378667215196
Alvocidib,0.85,-0.005566587435727866,-0.04799893965414554,-0.1810525643150783,-0.131622476727048,0.10587167581750355,0.06462879779979774,-0.16679449912277056,0.06778613034470637
Alvocidib,1,-0.006093357225258058,-0.03560194776051843,-0.16966613613848003,-0.16386913898356362,0.11369978764758658,0.07907480646797112,-0.15679461970216454,0.07031873435297156
Aminopurvalanol,0,0.023627291804882766,-0.08093691381171154,3.8681996262105193e-4,-0.038151080049397865,0.13200253135729378,0.10593498628681164,-0.00548988911629817,0.16682244556123954
Aminopurvalanol,0.26,0.02540795895596472,-0.10253779881828134,-0.002298985122930535,-0.07431195925530937,0.1581464299103737,0.1243861214135919,-0.0057111673793534086,0.19120301880298374
Aminopurvalanol,0.5,0.026561857741343398,-0.12302420212053237,-0.03310650461902865,-0.057134047360654076,0.187900124131499,0.1500532539614641,-0.006501785015354014,0.22093547936525876
Aminopurvalanol,0.85,0.02950661846590478,-0.1095401180675989,-0.12939128826245283,-0.1894445580801623,0.22316591301625047,0.19267218044107343,-0.02216654946652821,0.2743499006457341
Aminopurvalanol,1,0.027918842072197497,-0.11403931070895018,-0.15536383727215666,-0.22628583734808644,0.2492708169572893,0.20077125055196118,-0.014903719878645427,0.29745020923990606
AT-7519,0,-0.020963459722588795,-0.01653967508157196,0.02151044084239639,-0.04191722261478365,0.015798268056107026,0.0014757838450544342,-0.04693252649914596,7.27732231265541e-4
AT-7519,0.26,-0.020692247651993335,-0.03261811036990202,0.018296907335649662,-0.04643666556454173,0.023525508876622265,0.0034298363959115643,-0.05095193474668782,0.0018987940353171464
AT-7519,0.5,-0.020684036353955475,-0.04301741001710743,-0.005582787796432557,0.03719492682459482,0.0359676677438174,0.010602391857275035,-0.05484339750175743,0.007147651936914629
AT-7519,0.85,-0.023813315426281578,-0.04263279769900154,-0.15092000625170085,-0.051356550650864474,0.06107601816425813,0.0358562577874199,-0.0616023257369025,0.05081541186637846
AT-7519,1,-0.025645926544888384,-0.027437659303447826,-0.14789655364701387,-0.052035575952061826,0.07275541065569065,0.043768656074876,-0.039461856382062364,0.06706676330944196
AT-9283,0,-0.01098983944505175,-0.042085384125895305,3.094740349107714e-4,-0.011378943549295747,0.03210617523050921,0.0251347779167462,0.03281400904721905,0.06886781745321836
AT-9283,0.26,-0.011727777633656268,-0.05016805803891316,-0.00331089143536535,-0.018545243262699643,0.03685317438824511,0.02833773260451143,0.039732504680936385,0.07986586480080389
AT-9283,0.5,-0.00809837695101413,-0.060767881195151224,0.06392943675633311,0.04790129507481208,0.04568214032644296,0.036216659911396346,0.04649397030201051,0.09892822327818358
AT-9283,0.85,-0.010003984556533552,-0.06863563914274066,-0.0035752033572632558,0.0067410784601690515,0.053049315314273884,0.04606310421815217,0.02839784035309497,0.12636702694865326
AT-9283,1,-0.009538549340067667,-0.0711664857269417,-0.032436525816234796,-0.01638275991548833,0.07233136362950608,0.059945856950306624,0.025028496072677812,0.12821078931247198
AZD-1775,0,-0.007777606763070616,-0.027375308309126076,-4.717452769272368e-4,-0.034567909301321004,0.03789309053186574,0.023342679060718234,0.057333509711102966,0.08169422190471237
AZD-1775,0.26,-0.008422497208009267,-0.02759079395849611,-0.01973350755458125,-0.05092254045879272,0.04537866695831694,0.027682465613543962,0.0677031258591136,0.09451016858586928
AZD-1775,0.5,-0.004083643301750627,-0.03169061604972029,-0.016297310931978053,-0.028804088584244828,0.05019346088996739,0.03215191785881272,0.08072184089910758,0.10791725217495805
AZD-1775,0.85,-2.422639940610461e-5,-0.024447515429013852,-0.07375690356491076,-0.07136307675214834,0.0701738730339395,0.0588417448720063,0.09316437389498776,0.12356504370705138
AZD-1775,1,6.765775052549636e-4,-0.015091192812999893,-0.08887558817837828,-0.06015664027753646,0.0842092699758606,0.07804487139244595,0.10745979391954143,0.13526925918108165
AZD-5438,0,-0.013390718453768295,-0.024155809761766664,0.026889999231454954,-0.031439973397616866,-8.457989424584401e-4,-0.010196188294929596,-0.06210859273038349,-0.027143988030145408
AZD-5438,0.26,-0.014246514229893982,-0.03014403076641015,0.021996127167109976,-0.03282002395722497,0.0026795920784781773,-0.009837490995756757,-0.07048591190546968,-0.029740328389741565
AZD-5438,0.5,-0.010411404919355074,-0.035421008435480836,0.0078043349451386215,0.0276776793344061,0.018605148484185843,-0.004704880974528692,-0.07817310336971021,-0.030420912323135083
AZD-5438,0.85,-0.011407669454337138,-0.0460251560816959,-0.06411852578730727,0.006953232114834566,0.030384674617332012,0.008622426721616186,-0.10563401234101592,0.0033381107874410555
AZD-5438,1,-0.01170143608222283,-0.034241610247802874,-0.07448808035306084,0.011851847752029932,0.03262213163404049,0.0179624139279387,-0.09297916060025135,0.017375482940167913
BRD-K54343811,0,-0.021254971202873903,-0.0338945624155502,-0.026766228859838245,1.584434407600042e-4,0.024868021938770385,0.022170369674832338,0.01330217467831892,0.035970487825850724
BRD-K54343811,0.26,-0.025274354531767202,-0.0347228331099097,-0.04945579462779678,-0.028785254073752927,0.027722091557036376,0.02575775395809103,0.014054605535689251,0.039786923240349575
BRD-K54343811,0.5,-0.030088780322265977,-0.03696237317890106,-0.08998582704919211,-0.058493315251817585,0.026866433732381623,0.026660939996308454,0.01577028121743129,0.04027436171814981
BRD-K54343811,0.85,-0.036787916338750046,-0.03862609921817674,-0.09031004767111327,-0.12516043244480796,0.02686147228628645,0.028447042908464424,-0.007310995114752692,0.043485731294939864
BRD-K54343811,1,-0.03326454062779219,-0.032170532295768786,-0.08342203420888873,-0.18049428987593602,0.031211877405240826,0.037470278144047034,-0.015093233026949813,0.05822265409938347
Broad-Sai-045,0,-0.013901946022693257,-0.017056699821781998,-0.008047542830361782,0.011217836246080456,0.035081598735940966,0.03454510832989088,0.020289347496835735,0.03276056074440376
Broad-Sai-045,0.26,-0.016441600888343247,-0.021860960615487195,-0.014124110317229216,-0.004324734326363816,0.03928565229093039,0.03784385254745296,0.02639435722347476,0.03941466717373227
Broad-Sai-045,0.5,-0.019384640173330952,-0.025155677657901727,-0.021204103157299523,-0.03556108479996091,0.04555268933267775,0.04091957766967813,0.03357894061861909,0.04305779912848675
Broad-Sai-045,0.85,-0.02261020580729778,-0.030746090874016307,-0.012030305860163364,-0.0858179878640676,0.0696573430389919,0.06255338401686257,0.04227500813819889,0.0524407748282885
Broad-Sai-045,1,-0.02225140340846717,-0.02272597781146215,-0.020594963426853314,-0.07067539345003716,0.06632183180862661,0.06737558571191596,0.040576573326910816,0.05612618484082283
Broad-Sai-595,0,-0.017758414165008323,-0.04299910790212303,-0.015140689823060337,-0.012542642684717657,0.025659925463226402,0.019083618285449067,0.02221347969676752,0.05488495098696547
Broad-Sai-595,0.26,-0.02167810948442402,-0.04734385942776905,-0.024969630756184913,-0.04337983883111293,0.028234021522769322,0.022465806997718683,0.024590482345177352,0.06285583740877869
Broad-Sai-595,0.5,-0.024759689898532656,-0.05321326956864049,-0.053634824799770976,-0.046757887992272346,0.027949933475849138,0.02418216144373435,0.031184955400333968,0.07160991270647683
Broad-Sai-595,0.85,-0.02567764410133872,-0.05047747490789522,-0.0533175473065396,-0.1201194689728929,0.0224481242820753,0.016990627571454323,0.011476674437488909,0.0836208497356689
Broad-Sai-595,1,-0.022229503838003595,-0.042058366756101084,-0.04078966851457769,-0.15165212851023605,0.03049909018225616,0.022256914737530255,0.0033968797193916268,0.09894649798293945
BS-181,0,-0.004581515020465087,-0.010116426633939555,-8.159993321673489e-4,5.723510745718429e-4,0.0044281303758346505,0.00415151898661255,0.015400213609135745,0.026775917680772046
BS-181,0.26,-0.008004780544852543,-0.0024551997395778737,-0.0038454268113921244,-0.0015632697278425685,0.002495504290562013,0.004189767339303226,0.018205194520048425,0.031473562640093336
BS-181,0.5,-0.00606623158588944,7.463264384913208e-4,-0.01520839037101242,-0.004756661905702783,0.007033772791566133,0.003463722141376771,0.02350682640360946,0.03737668040042206
BS-181,0.85,-0.002313522490970973,-0.012642435645745631,-0.049522153314006334,-0.06822854865072801,0.029508064050885636,0.023160280959713814,0.015749669056787565,0.04867045211568141
BS-181,1,0.004623212062967687,-0.012431585348292631,-0.0056719829891290945,-0.07070324306744956,0.026056687471037895,0.017915212120459316,0.014883764009409646,0.06272662860518809
C30H33N3O5S,0,-0.0014451810474186279,-0.024738506796752945,-0.025836103885820673,0.01875753670017629,0.05549303700567664,0.054978668354505045,0.027308505174145216,0.09527433740684131
C30H33N3O5S,0.26,-5.282879528125823e-4,-0.032736307879315196,-0.05223635052770169,-0.0024939186541421063,0.06626743976031498,0.06356797799408503,0.030718064742047115,0.11328798613471452
C30H33N3O5S,0.5,-0.0016413295441688226,-0.03224167819636125,-0.07940789380551945,0.055969004009886775,0.07433932622834642,0.07050598295198271,0.0325584331481088,0.1277283234605716
C30H33N3O5S,0.85,-0.003818555464254989,-0.02320529688864819,-0.12083606186205988,0.08636334675288092,0.06364523197123882,0.07262026937585814,0.007942112700101178,0.14055365907034237
C30H33N3O5S,1,0.0016904054291881742,-0.017749108695682227,-0.10331462897437392,0.07111706688634954,0.06503912483972656,0.07901474773716198,0.007045505217388385,0.14498984088122718
CHEMBL1083527,0,-0.006143079369675409,-0.008252114848986223,-0.022354344342627386,-0.01037048071755429,0.06295375272184761,0.052887481155485354,0.011364256724365227,0.07008501293599062
CHEMBL1083527,0.26,-0.008518881111519409,-0.008170180779577112,-0.03803594466867923,-0.029919527422256766,0.07663216241374017,0.06192790421685332,0.015854219303243468,0.08202153033505967
CHEMBL1083527,0.5,-0.010592171636777484,-0.016975030470311705,-0.047487549957794056,-0.037479123398301714,0.07335478619570121,0.06770594234218484,0.015767992882788805,0.08516332012338731
CHEMBL1083527,0.85,-0.00616974200705701,-4.09589526592664e-4,-0.04818048892171648,-0.003994268935394973,0.06323626756584796,0.06111985157007515,0.010551088862394475,0.06772410588069089
CHEMBL1083527,1,-0.004286195800853828,0.001468909240673025,-0.07036415530484266,-9.566556059388413e-4,0.0543607488398391,0.0613904283262331,0.009512653503140034,0.06441136152822055
CHEMBL2136735,0,-0.014145340358697236,-0.024217131769447404,-0.03690781069752446,0.029961015328139832,0.04220661360748149,0.04652119942756953,-0.024911237519282727,-9.436599301662514e-4
CHEMBL2136735,0.26,-0.02021249907849988,-0.03281631469860275,-0.048379115984502036,0.015016132363253502,0.050092907437358655,0.05477176188455623,-0.02896645733561495,3.414459236648231e-4
CHEMBL2136735,0.5,-0.026246224797031124,-0.046484058870456604,-0.01563533042151538,0.008692243671024849,0.04999986954434916,0.06037098966329085,-0.037290655634330566,-0.0014268768284135217
CHEMBL2136735,0.85,-0.035091775259396725,-0.044719320498829485,0.018887895918592263,-0.021136793616479042,0.039886886088347326,0.054376479951609755,-0.07838978743863854,-0.019543554160639222
CHEMBL2136735,1,-0.03281391626537656,-0.047017152755923025,0.004273340131660543,0.05513161011034352,0.03455341585587725,0.06148486675833653,-0.08740100637735304,-0.02609271903751613
CHEMBL2381524,0,-0.015201708555906048,-0.009013658571770252,-0.016347775481912588,0.008766207923991742,0.018033330923573884,0.018684358596048202,0.004258692589995587,0.010638263991477692
CHEMBL2381524,0.26,-0.01757914420730168,-0.006630551548317232,-0.03405022325663075,-0.005849611081517342,0.021299579350586323,0.023226891154835727,0.006626783355063132,0.011785348527017094
CHEMBL2381524,0.5,-0.022101395283582223,-0.005986308025884061,-0.042858193351922036,-0.03609634479748333,0.02133152851000132,0.025309904158056007,0.007510386887308041,0.011053840831502026
CHEMBL2381524,0.85,-0.034041319808871116,-0.0019307140989678771,-0.023327170396914274,-0.08998518467992982,0.02145521238321196,0.03158042539817424,0.004290315632633025,0.007174043501641946
CHEMBL2381524,1,-0.034310896655214904,0.006361678379207321,0.006154292252674244,-0.08640605116348352,0.030217296060354615,0.03214609692726689,0.002272932535968843,0.01177727457465169
CHEMBL3182395,0,2.987595116031321e-4,4.345303765660632e-4,-0.01174233673448378,-0.0036723479890191355,-0.01825823076033407,-0.017318877284106297,-0.011455358531929326,-0.027739101730535193
CHEMBL3182395,0.26,-0.005603264178909543,0.007705357288247059,-0.02603962329966343,0.05938237842598184,-0.02225989709534337,-0.02008079094534236,-0.0082887859416521,-0.03018768990463988
CHEMBL3182395,0.5,-0.007758208690040819,0.003238730843970599,-0.10258705248452989,0.08137915518487611,-0.025140069503052555,-0.0208860825553404,-0.013056474863278562,-0.03312423523353944
CHEMBL3182395,0.85,-0.0029821087949092632,0.009329824571942166,-0.11048107550675682,0.10618722327678748,-0.02906170758337637,-0.01179131473420252,0.009101120628735887,-0.03645187320437286
CHEMBL3182395,1,-0.004105012770235037,0.021123927313317543,-0.1693127244416825,0.15657776551255537,-0.030297026103490613,-0.014886690291068384,0.013084190661613935,-0.049134518333908354
CHEMBL3183436,0,0.01772842222395171,-0.0339612365158477,0.011895431699255554,-0.019194179482935697,0.07693332403980048,0.06269069068423896,0.006915463842060988,0.08938726095975426
CHEMBL3183436,0.26,0.016011761613643025,-0.042521843191764434,0.010680934581348233,-0.04817124734011966,0.0918023177715471,0.07309195886967132,0.012098844469878856,0.10341589588554406
CHEMBL3183436,0.5,0.01557390034975586,-0.055068498321187674,0.03068536632765441,-0.0896016636510894,0.11022256442780017,0.08387719500988788,0.011572806026185661,0.12217529545804363
CHEMBL3183436,0.85,0.012836961205129283,-0.06042837044703832,0.015784810443031698,-0.14945367495429326,0.1332064553643552,0.11388443789738759,0.007422670490511795,0.15135370010161095
CHEMBL3183436,1,0.017155150198842537,-0.06117610453673134,0.03720107064018487,-0.14993315476079708,0.14201383570530504,0.12770234153946045,0.009163407379369815,0.1420629724319788
CHEMBL585951,0,-0.022614576471024897,-0.009174711788600324,0.00651878783970913,-0.023524829029338418,0.02772989442609371,0.017586251768440496,-0.03920557773465408,0.010731297116260748
CHEMBL585951,0.26,-0.023119463158295765,-0.019681790873404263,-0.0025881848989060775,-0.020711508211919,0.036406255482508164,0.02180031407895796,-0.04249813212660002,0.01351388429920405
CHEMBL585951,0.5,-0.0283178205959001,-0.02402724575899335,-0.008782777965756597,0.06247614916046513,0.05124899529162915,0.026115410073130937,-0.04315763275463027,0.01579270160474853
CHEMBL585951,0.85,-0.028403963734125327,-0.009942968241019215,-0.12156844746778955,-0.03296731725855091,0.06646533646647214,0.043039208225799305,-0.07445922844519709,0.05045543279487406
CHEMBL585951,1,-0.030619649954398587,-2.0592576143185851e-4,-0.12175171620847552,-0.042513280884813966,0.06947344995964222,0.051485183618276247,-0.06608897851608862,0.06278968280075668
CI-1040,0,-0.00911484374699931,0.0051045277686506815,0.002045069833229549,-0.01922307609037348,0.005131365253816843,-0.001181993605398837,-0.019219997294839888,0.024129867225685563
CI-1040,0.26,-0.01190711626044966,0.006286049042884843,-0.002390508096434245,-0.006697076063630092,0.008800950440896117,-6.824622684061803e-4,-0.019300714401910793,0.029828352944546496
CI-1040,0.5,-0.01339785988454583,0.0018219286176010343,-0.0105458828391254,-0.026911797280339565,0.016687428210301006,0.0035748331009358867,-0.019354281790495025,0.03332259484816266
CI-1040,0.85,-0.01906361750062565,0.002097308369372958,0.027773073927752495,-0.042627121634714646,0.03331713063634572,0.023608807161562766,-0.0288371476105449,0.03519006996201508
CI-1040,1,-0.015256015790204004,0.010714057406021488,0.030772372923281992,-0.0036312172584521164,0.033874183536851794,0.03158645851306696,-0.02602445618415338,0.05131061524241198
COT-10B,0,-0.011177916373448817,-0.026495159673428414,0.034813725053806144,-0.042313830546683216,0.06723492245091275,0.04711835615711112,0.005431056091686597,0.07244561644843353
COT-10B,0.26,-0.01099275025581692,-0.02768527731113192,0.044324101258336544,-0.03928234364996767,0.0785936267908985,0.05516698377870229,0.007339437579598407,0.08453119520612798
COT-10B,0.5,-0.0049355695784012825,-0.03263647359353958,0.025436540133472258,-0.024754971163757244,0.09940089447580613,0.06415736711857925,0.012917712520944011,0.09027541204070912
COT-10B,0.85,-0.004785122854450683,-0.038181478001720975,2.887720306140275e-4,-0.007591963655999304,0.1257568835005522,0.10047116593024152,0.007053234195228342,0.1128131468037014
COT-10B,1,4.024616950329288e-4,-0.03498898633714558,-0.013731964864497353,0.005364776186447311,0.1295568988190422,0.11193199656819434,0.013144132346708396,0.12291923490672185
CP-724714,0,-0.004156289044887252,-0.007138577749050771,9.421787674211192e-4,0.0030722964222501437,0.05970500784816437,0.05399335871300494,0.009482051288400387,0.072358360816397585
CP-724714,0.26,-0.007885845758254571,-0.014607123765478012,0.006116174103672549,0.010689564394382395,0.07094193702577486,0.061315214573336274,0.011637809676369367,0.08466899292032573
CP-724714,0.5,-0.01175317711195624,-0.02435865450762738,0.00897889284097094,0.015840807965681426,0.084002167816526,0.06865663257166561,0.013878408115435248,0.09922073553857992
CP-724714,0.85,-0.012680261349833936,-0.045888614738162185,0.0377038810443943,-0.0387730564407753,0.11275442184133558,0.09844313489676401,0.0034906315826936075,0.12122204095464575
CP-724714,1,-0.009675263037962553,-0.03775536866218664,0.06511354789806136,-0.07032719920749912,0.12370789986566402,0.10408158357032771,-0.007883013627093167,0.1292531959857342
Crizotinib,0,0.004275499116737281,-0.035178522378410584,0.014388880196160535,-0.008478764118064286,0.06160848645797692,0.052245717059580594,0.0433679850933289,0.09214423583341318
Crizotinib,0.26,7.272589770176879e-4,-0.04093560520071568,0.02498881507536998,-0.018480480944631384,0.0712259742447804,0.059907711831136,0.054975693430878186,0.10807131517386363
Crizotinib,0.5,8.304155392552409e-4,-0.05049425102212448,0.05483769738839839,0.01502292525852007,0.0675503981541826,0.06275933763085857,0.06700910782168061,0.12199735912946516
Crizotinib,0.85,0.0044089722477297115,-0.0650334601273717,-0.009334843542029283,-0.026038081953191912,0.08100923801667942,0.07644377612024152,0.0850218585078582,0.12566694232472597
Crizotinib,1,0.00793497412931115,-0.07055852022109724,-0.014829473769778207,-0.030374691812978097,0.07917655110419398,0.08735888137315405,0.09007262178655766,0.12593366767725872
Dasatinib,0,-0.025764894531587385,-0.01661518711867265,-0.04604990652259603,-0.006902705254536363,-0.041986198046425026,-0.03939507968660868,0.009383279305979663,-0.03975791651611411
Dasatinib,0.26,-0.03156294907854435,-0.016593965670214,-0.0742549496395086,-0.0032109721306855543,-0.05155433464082927,-0.04576833706553523,0.011437834148242445,-0.04602990077269881
Dasatinib,0.5,-0.03260121441043946,-0.02431753313822057,-0.09234937791601314,0.019276566082256214,-0.06336240434921354,-0.04778396372750268,0.011349024909772775,-0.05418754886974904
Dasatinib,0.85,-0.03858275172355871,-0.012000901292604024,-0.10664601559736005,0.032937310884807405,-0.06864271276739857,-0.05167742535412127,0.009764515140697753,-0.0853111547545551
Dasatinib,1,-0.03811825299644246,-0.024686640960165342,-0.13770104774544636,0.047993773344529686,-0.06257150537384683,-0.04308120867659563,0.0095375110870568,-0.091978080277295
Dienestrol,0,-0.011558743042786007,-0.018715358276965514,-0.0035504135175256518,-0.008185498995992049,0.012767489796798074,0.00888789954757165,0.0019089684329148334,0.01266384565380795
Dienestrol,0.26,-0.011362380706401696,-0.023475205214661458,-0.024414822989594864,9.274760063379978e-4,0.016917755044808802,0.010953527642254901,0.004336751192704935,0.013175831792577274
Dienestrol,0.5,-0.006106664631348052,-0.031069182582033516,-0.014264542584221948,0.05757589077165113,0.025460772425727914,0.013511601218994173,0.0032353667799842317,0.018071303131667427
Dienestrol,0.85,-0.009818208196996069,-0.04536682666625438,-0.06791348986847705,0.07098568707913518,0.016845153079269867,0.018360046373793727,-0.01568871451720231,0.013598496329686889
Dienestrol,1,-0.012091762452159354,-0.04106412351991166,-0.0710517618989717,0.09112179479300707,0.01025352971241158,0.022739656031777505,-0.026099531384989192,-0.008564409625491287
Doxorubicin,0,0.02551887888159233,-0.048283927681510824,-0.007323373998100086,-0.03184466622928423,0.07364574855894897,0.055915541089368095,-0.0548524594608914,0.05885368371802918
Doxorubicin,0.26,0.02158550467052488,-0.07422077966284536,-0.021643392219572885,-0.057848853065105184,0.08696461546728514,0.06496221194050905,-0.06382843497889693,0.06699401973417814
Doxorubicin,0.5,0.01928878460836513,-0.095338091574734593,-0.018342884616567103,0.045322266699130954,0.10215816088695788,0.07307190571480762,-0.0737969411567915,0.0809885574297992
Doxorubicin,0.85,0.015972019961533173,-0.10768597638898944,-0.11294237648507326,0.002606774006140093,0.1211983995549169,0.09514434111574335,-0.102322965354194,0.13386391090804287
Doxorubicin,1,0.01665637725222645,-0.10005675493313423,-0.1291483959393372,-0.019062074446255527,0.13617681533893883,0.1060323436664073,-0.09491767432748498,0.14537380691241322
Entinostat,0,0.009428932308041524,-0.023942864092774966,-0.015611854991829861,0.022778037967100324,0.1445213115603939,0.13535680038339754,0.011825242106033218,0.13409725657233035
Entinostat,0.26,0.004367093754602982,-0.04875995059438934,-0.027993072191354353,-0.0070206193527850205,0.16868458564120514,0.15326461613588388,0.01565208967980791,0.15780674776356404
Entinostat,0.5,0.002713396456989953,-0.06171695633923998,-0.03359615923923334,0.005737683429007744,0.1948287439166896,0.17151643308272838,0.01428775740247626,0.1824427127568218
